code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
SEB,2023-08-09,15:08:04,HNX,STOCK,44.0,48.4,39.6,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,1.0,44500.0,0.0,0.0,0.0,0.0,0.0
PVG,2023-08-09,15:08:04,HNX,STOCK,10.3,11.3,9.3,10.4,10.4,10.2,10.3,10.321,10.4,10.4,10.2,10.3,10.321,179665.0,1854391500.0,0.0,0.0,0.0,0.0,0.0
NTH,2023-08-09,15:08:04,HNX,STOCK,53.0,58.3,47.7,56.0,58.0,56.0,58.0,57.31,56.0,58.0,56.0,58.0,57.31,2900.0,166200000.0,0.0,0.0,5.0,5.0,9.434
PCG,2023-08-09,15:08:04,HNX,STOCK,6.7,7.3,6.1,6.4,6.4,6.3,6.3,6.304,6.4,6.4,6.3,6.3,6.304,4700.0,29630000.0,0.0,0.0,-0.4,-0.4,-5.9701
PGS,2023-08-09,15:08:04,HNX,STOCK,24.8,27.2,22.4,24.6,24.9,24.6,24.7,24.777,24.6,24.9,24.6,24.7,24.777,16100.0,398910000.0,0.0,0.0,-0.1,-0.1,-0.4032
PIC,2023-08-09,15:08:04,HNX,STOCK,13.6,14.9,12.3,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,113.0,1536800.0,0.0,0.0,0.0,0.0,0.0
BWA,2023-08-09,15:08:01,UPCOM,STOCK,9.2,12.8,5.6,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWS,2023-08-09,15:08:01,UPCOM,STOCK,28.0,32.2,23.8,27.5,27.5,27.0,27.0,27.024,27.5,27.5,27.0,27.0,27.024,2100.0,56750000.0,0.0,0.0,-1.0,-1.0,-3.5714
BGW,2023-08-09,15:08:01,UPCOM,STOCK,17.0,19.5,14.5,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHA,2023-08-09,15:08:01,UPCOM,STOCK,15.2,17.4,13.0,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLW,2023-08-09,15:08:01,UPCOM,STOCK,10.0,11.5,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNW,2023-08-09,15:08:01,UPCOM,STOCK,9.6,11.0,8.2,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRS,2023-08-09,15:08:01,UPCOM,STOCK,21.3,24.4,18.2,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,400.0,8520000.0,0.0,0.0,0.0,0.0,0.0
BSA,2023-08-09,15:08:01,UPCOM,STOCK,18.0,20.7,15.3,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,4500.0,81000000.0,0.0,0.0,0.0,0.0,0.0
AVC,2023-08-09,15:08:01,UPCOM,STOCK,52.5,60.3,44.7,52.5,52.5,52.5,52.5,52.5,50.096,50.096,50.096,50.096,50.096,200.0,10500000.0,0.0,0.0,0.0,0.0,0.0
BDW,2023-08-09,15:08:01,UPCOM,STOCK,24.1,27.7,20.5,21.1,21.1,21.1,21.1,21.1,20.229,20.229,20.229,20.229,20.229,100.0,2110000.0,0.0,0.0,-3.0,-2.8762,-12.4481
DNA,2023-08-09,15:08:01,UPCOM,STOCK,19.3,22.1,16.5,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNE,2023-08-09,15:08:01,UPCOM,STOCK,9.8,11.2,8.4,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNH,2023-08-09,15:08:01,UPCOM,STOCK,40.0,46.0,34.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNN,2023-08-09,15:08:01,UPCOM,STOCK,0.2,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNW,2023-08-09,15:08:01,UPCOM,STOCK,28.4,32.6,24.2,28.3,28.4,28.3,28.4,28.317,27.01,27.105,27.01,27.105,27.026,1201.0,34008500.0,0.0,0.0,0.0,0.0,0.0
CTW,2023-08-09,15:08:01,UPCOM,STOCK,17.0,19.5,14.5,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMW,2023-08-09,15:08:01,UPCOM,STOCK,9.5,10.9,8.1,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLW,2023-08-09,15:08:01,UPCOM,STOCK,6.6,7.5,5.7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM,2023-08-09,15:08:01,UPCOM,STOCK,15.5,17.8,13.2,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHC,2023-08-09,15:08:01,UPCOM,STOCK,26.6,30.5,22.7,26.6,26.7,26.5,26.7,26.605,26.6,26.7,26.5,26.7,26.605,14742.0,392206100.0,0.0,0.0,0.1,0.1,0.3759
DWC,2023-08-09,15:08:01,UPCOM,STOCK,12.0,16.8,7.2,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,1000.0,10500000.0,0.0,0.0,-1.5,-1.5,-12.5
DWS,2023-08-09,15:08:01,UPCOM,STOCK,11.8,13.5,10.1,11.8,11.8,11.6,11.6,11.782,11.8,11.8,11.6,11.6,11.782,5701.0,67172000.0,0.0,0.0,-0.2,-0.2,-1.6949
EIC,2023-08-09,15:08:01,UPCOM,STOCK,22.5,25.8,19.2,22.5,22.6,22.3,22.5,22.444,22.5,22.6,22.3,22.5,22.444,11300.0,253620000.0,0.0,0.0,0.0,0.0,0.0
DTE,2023-08-09,15:08:01,UPCOM,STOCK,4.5,5.1,3.9,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTV,2023-08-09,15:08:01,UPCOM,STOCK,36.0,41.4,30.6,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HWS,2023-08-09,15:08:01,UPCOM,STOCK,13.1,15.0,11.2,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,300.0,3929999.999997,2500000.0,37500000000.0,0.0,0.0,0.0
HND,2023-08-09,15:08:01,UPCOM,STOCK,15.2,17.4,13.0,15.1,15.1,15.0,15.0,15.051,15.1,15.1,15.0,15.0,15.051,7550.0,113635100.0,0.0,0.0,-0.2,-0.2,-1.3158
HPD,2023-08-09,15:08:01,UPCOM,STOCK,20.5,23.5,17.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPW,2023-08-09,15:08:01,UPCOM,STOCK,15.3,17.5,13.1,15.3,17.3,15.3,17.3,15.7,15.3,17.3,15.3,17.3,15.7,500.0,7850000.0,0.0,0.0,2.0,2.0,13.0719
HDW,2023-08-09,15:08:01,UPCOM,STOCK,12.4,14.2,10.6,12.4,13.5,12.4,13.5,12.714,12.4,13.5,12.4,13.5,12.714,700.0,8900000.0,0.0,0.0,1.1,1.1,8.871
HEP,2023-08-09,15:08:01,UPCOM,STOCK,11.5,13.2,9.8,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGW,2023-08-09,15:08:01,UPCOM,STOCK,10.1,11.6,8.6,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,2000.0,19600000.0,0.0,0.0,-0.3,-0.3,-2.9703
HNA,2023-08-09,15:08:01,UPCOM,STOCK,17.1,19.6,14.6,17.1,17.9,17.1,17.9,17.809,17.1,17.9,17.1,17.9,17.809,23500.0,418428000.0,0.0,0.0,0.8,0.8,4.6784
KHW,2023-08-09,15:08:01,UPCOM,STOCK,24.7,28.4,21.0,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,100.0,2840000.0,0.0,0.0,3.7,3.7,14.9798
ISH,2023-08-09,15:08:01,UPCOM,STOCK,22.5,25.8,19.2,22.5,22.5,22.0,22.0,22.306,22.5,22.5,22.0,22.0,22.306,1800.0,40150000.0,0.0,0.0,-0.5,-0.5,-2.2222
LAW,2023-08-09,15:08:01,UPCOM,STOCK,17.9,20.5,15.3,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDW,2023-08-09,15:08:01,UPCOM,STOCK,12.3,17.2,7.4,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKW,2023-08-09,15:08:01,UPCOM,STOCK,30.1,34.6,25.6,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMG,2023-08-09,15:08:01,UPCOM,STOCK,3.2,3.6,2.8,3.4,3.6,3.3,3.6,3.574,3.4,3.6,3.3,3.6,3.574,47700.0,170460000.0,0.0,0.0,0.4,0.4,12.5
VLW,2023-08-09,15:08:01,UPCOM,STOCK,17.0,19.5,14.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,100.0,1950000.0,0.0,0.0,2.5,2.5,14.7059
VPW,2023-08-09,15:08:01,UPCOM,STOCK,8.5,11.9,5.1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMP,2023-08-09,15:08:01,UPCOM,STOCK,21.7,24.9,18.5,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCW,2023-08-09,15:08:01,UPCOM,STOCK,32.3,37.1,27.5,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,126.0,4062000.0,0.0,0.0,0.0,0.0,0.0
VCP,2023-08-09,15:08:01,UPCOM,STOCK,22.4,25.7,19.1,22.4,22.5,22.3,22.5,22.421,22.4,22.5,22.3,22.5,22.421,3300.0,73990000.000002,1525000.0,33550000000.0,0.1,0.1,0.4464
UCT,2023-08-09,15:08:01,UPCOM,STOCK,7.4,8.5,6.3,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVW,2023-08-09,15:08:01,UPCOM,STOCK,7.9,9.0,6.8,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,100.0,790000.0,0.0,0.0,0.0,0.0,0.0
VAV,2023-08-09,15:08:01,UPCOM,STOCK,29.5,33.9,25.1,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,400.0,11800000.0,0.0,0.0,0.0,0.0,0.0
MTL,2023-08-09,15:08:01,UPCOM,STOCK,4.6,5.2,4.0,4.8,4.8,4.6,4.8,4.673,4.8,4.8,4.6,4.8,4.673,6700.0,31310000.0,0.0,0.0,0.2,0.2,4.3478
MTG,2023-08-09,15:08:01,UPCOM,STOCK,6.1,7.0,5.2,6.5,6.5,6.1,6.3,6.178,6.5,6.5,6.1,6.3,6.178,902.0,5572600.0,0.0,0.0,0.2,0.2,3.2787
NQB,2023-08-09,15:08:01,UPCOM,STOCK,13.5,18.9,8.1,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQN,2023-08-09,15:08:01,UPCOM,STOCK,13.3,15.2,11.4,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,200.0,2900000.0,0.0,0.0,1.2,1.2,9.0226
NQT,2023-08-09,15:08:01,UPCOM,STOCK,10.0,11.5,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS2,2023-08-09,15:08:01,UPCOM,STOCK,7.5,8.6,6.4,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,1.0,8000.0,0.0,0.0,0.0,0.0,0.0
NSL,2023-08-09,15:08:01,UPCOM,STOCK,20.0,23.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,500.0,10000000.0,0.0,0.0,0.0,0.0,0.0
NTW,2023-08-09,15:08:01,UPCOM,STOCK,15.5,17.8,13.2,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVP,2023-08-09,15:08:01,UPCOM,STOCK,7.0,9.8,4.2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAW,2023-08-09,15:08:01,UPCOM,STOCK,9.1,12.7,5.5,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBT,2023-08-09,15:08:01,UPCOM,STOCK,14.0,16.1,11.9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDW,2023-08-09,15:08:01,UPCOM,STOCK,5.2,7.2,3.2,5.2,5.2,5.2,5.2,5.2,4.7,4.7,4.7,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NED,2023-08-09,15:08:01,UPCOM,STOCK,6.5,7.4,5.6,6.6,6.7,6.6,6.7,6.61,6.6,6.7,6.6,6.7,6.61,925601.0,6118026800.0,0.0,0.0,0.2,0.2,3.0769
NLS,2023-08-09,15:08:01,UPCOM,STOCK,5.6,7.8,3.4,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,2023-08-09,15:08:01,UPCOM,STOCK,37.7,43.3,32.1,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,100.0,3800000.0,0.0,0.0,0.3,0.3,0.7958
PJS,2023-08-09,15:08:01,UPCOM,STOCK,27.3,31.3,23.3,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,100.0,2900000.0,0.0,0.0,1.7,1.7,6.2271
PMW,2023-08-09,15:08:01,UPCOM,STOCK,28.0,32.2,23.8,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNW,2023-08-09,15:08:01,UPCOM,STOCK,11.4,13.1,9.7,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOW,2023-08-09,15:08:01,UPCOM,STOCK,16.1,18.5,13.7,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQW,2023-08-09,15:08:01,UPCOM,STOCK,9.2,12.8,5.6,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THN,2023-08-09,15:08:01,UPCOM,STOCK,2.8,3.9,1.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THU,2023-08-09,15:08:01,UPCOM,STOCK,6.5,9.1,3.9,6.5,6.5,6.5,6.5,6.5,6.1,6.1,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THW,2023-08-09,15:08:01,UPCOM,STOCK,9.0,10.3,7.7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7500.0,67500000.0,0.0,0.0,0.0,0.0,0.0
SP2,2023-08-09,15:08:01,UPCOM,STOCK,16.3,18.7,13.9,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STW,2023-08-09,15:08:01,UPCOM,STOCK,8.9,10.2,7.6,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAW,2023-08-09,15:08:01,UPCOM,STOCK,10.0,14.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVH,2023-08-09,15:08:01,UPCOM,STOCK,6.0,8.4,3.6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDB,2023-08-09,15:08:01,UPCOM,STOCK,40.0,46.0,34.0,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,2008.0,81928000.0,0.0,0.0,0.8,0.8,2.0
SII,2023-08-09,15:08:01,UPCOM,STOCK,21.4,24.6,18.2,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIP,2023-08-09,15:08:04,HOSE,STOCK,130.3,139.4,121.2,131.0,131.0,125.6,126.5,128.0,131.0,131.0,125.6,126.5,128.0,153200.0,19609650000.0,0.0,0.0,-3.8,-3.8,-2.9163
SD3,2023-08-09,15:08:01,UPCOM,STOCK,5.4,6.2,4.6,5.0,5.4,5.0,5.4,5.28,5.0,5.4,5.0,5.4,5.28,500.0,2640000.0,0.0,0.0,0.0,0.0,0.0
QNU,2023-08-09,15:08:01,UPCOM,STOCK,10.0,14.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNW,2023-08-09,15:08:01,UPCOM,STOCK,10.1,14.1,6.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QPH,2023-08-09,15:08:01,UPCOM,STOCK,28.2,32.4,24.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,115.0,3109000.0,0.0,0.0,-1.2,-1.2,-4.2553
PWS,2023-08-09,15:08:01,UPCOM,STOCK,11.0,12.6,9.4,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QTP,2023-08-09,15:08:01,UPCOM,STOCK,17.2,19.7,14.7,17.3,17.4,17.1,17.3,17.21,16.099,16.192,15.913,16.099,16.016,384782.0,6622023400.0,0.0,0.0,0.1,0.0931,0.5814
S72,2023-08-09,15:08:01,UPCOM,STOCK,5.6,6.4,4.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,1000.0,5600000.0,0.0,0.0,0.0,0.0,0.0
SBH,2023-08-09,15:08:01,UPCOM,STOCK,43.8,50.3,37.3,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,10.0,435000.0,0.0,0.0,0.0,0.0,0.0
SBM,2023-08-09,15:08:01,UPCOM,STOCK,29.5,33.9,25.1,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,6800.0,205360000.0,0.0,0.0,0.7,0.7,2.3729
S96,2023-08-09,15:08:01,UPCOM,STOCK,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S12,2023-08-09,15:08:01,UPCOM,STOCK,2.0,2.3,1.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCD,2023-08-09,15:08:01,UPCOM,STOCK,2.5,2.8,2.2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXS,2023-08-09,15:08:01,UPCOM,STOCK,6.5,7.4,5.6,6.6,6.7,6.4,6.7,6.578,6.6,6.7,6.4,6.7,6.578,857253.0,5639014200.0,0.0,0.0,0.2,0.2,3.0769
PXT,2023-08-09,15:08:01,UPCOM,STOCK,5.5,6.3,4.7,5.6,5.7,5.5,5.7,5.6,5.6,5.7,5.5,5.7,5.6,489972.0,2744060200.0,0.0,0.0,0.2,0.2,3.6364
QCC,2023-08-09,15:08:01,UPCOM,STOCK,9.7,11.1,8.3,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD4,2023-08-09,15:08:01,UPCOM,STOCK,3.4,3.9,2.9,3.6,3.6,3.5,3.6,3.557,3.6,3.6,3.5,3.6,3.557,2100.0,7470000.0,0.0,0.0,0.2,0.2,5.8824
SD7,2023-08-09,15:08:01,UPCOM,STOCK,4.1,4.7,3.5,4.5,4.7,4.5,4.7,4.638,4.5,4.7,4.5,4.7,4.638,11302.0,52419400.0,0.0,0.0,0.6,0.6,14.6341
SD8,2023-08-09,15:08:01,UPCOM,STOCK,1.3,1.4,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDB,2023-08-09,15:08:01,UPCOM,STOCK,1.0,1.1,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDD,2023-08-09,15:08:01,UPCOM,STOCK,3.1,3.5,2.7,3.1,3.4,3.1,3.4,3.308,3.1,3.4,3.1,3.4,3.308,336139.0,1111978700.0,0.0,0.0,0.3,0.3,9.6774
SDJ,2023-08-09,15:08:01,UPCOM,STOCK,3.1,3.5,2.7,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD1,2023-08-09,15:08:01,UPCOM,STOCK,0.8,0.9,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2,2023-08-09,15:08:01,UPCOM,STOCK,5.4,6.2,4.6,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,3.0,15000.0,0.0,0.0,0.0,0.0,0.0
SDX,2023-08-09,15:08:01,UPCOM,STOCK,1.2,1.3,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SID,2023-08-09,15:08:01,UPCOM,STOCK,12.5,14.3,10.7,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,2004.0,25050000.0,0.0,0.0,0.0,0.0,0.0
SJC,2023-08-09,15:08:01,UPCOM,STOCK,10.8,12.4,9.2,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJG,2023-08-09,15:08:01,UPCOM,STOCK,14.9,17.1,12.7,14.6,14.6,14.5,14.5,14.586,14.6,14.6,14.5,14.5,14.586,700.0,10210000.0,0.0,0.0,-0.4,-0.4,-2.6846
SJM,2023-08-09,15:08:01,UPCOM,STOCK,4.6,5.2,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,500000.0,0.0,0.0,0.4,0.4,8.6957
SHG,2023-08-09,15:08:01,UPCOM,STOCK,2.0,2.3,1.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBH,2023-08-09,15:08:01,UPCOM,STOCK,6.2,7.1,5.3,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBR,2023-08-09,15:08:01,UPCOM,STOCK,8.0,9.2,6.8,8.0,8.3,8.0,8.3,8.25,8.0,8.3,8.0,8.3,8.25,6000.0,49500000.0,0.0,0.0,0.3,0.3,3.75
TBT,2023-08-09,15:08:01,UPCOM,STOCK,1.8,2.0,1.6,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZG,2023-08-09,15:08:01,UPCOM,STOCK,31.2,35.8,26.6,32.4,32.5,31.5,31.5,32.024,32.4,32.5,31.5,31.5,32.024,1700.0,54440000.0,0.0,0.0,0.3,0.3,0.9615
TA3,2023-08-09,15:08:01,UPCOM,STOCK,9.2,10.5,7.9,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TA6,2023-08-09,15:08:01,UPCOM,STOCK,13.9,19.4,8.4,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,2023-08-09,15:08:01,UPCOM,STOCK,1.3,1.4,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSH,2023-08-09,15:08:01,UPCOM,STOCK,65.6,75.4,55.8,65.5,65.7,65.1,65.3,65.475,65.5,65.7,65.1,65.3,65.475,63151.0,4134822400.0,0.0,0.0,-0.3,-0.3,-0.4573
SNZ,2023-08-09,15:08:01,UPCOM,STOCK,26.9,30.9,22.9,27.0,27.6,27.0,27.0,27.029,27.0,27.6,27.0,27.0,27.029,6360.0,171806500.0,0.0,0.0,0.1,0.1,0.3717
TL4,2023-08-09,15:08:01,UPCOM,STOCK,6.7,7.7,5.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDI,2023-08-09,15:08:01,UPCOM,STOCK,7.2,10.0,4.4,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TED,2023-08-09,15:08:01,UPCOM,STOCK,37.1,42.6,31.6,34.0,38.5,34.0,35.6,36.698,34.0,38.5,34.0,35.6,36.698,6000.0,220190000.0,0.0,0.0,-1.5,-1.5,-4.0431
TEL,2023-08-09,15:08:01,UPCOM,STOCK,6.1,7.0,5.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TS3,2023-08-09,15:08:01,UPCOM,STOCK,5.5,6.3,4.7,6.2,6.3,6.0,6.3,6.288,6.2,6.3,6.0,6.3,6.288,57919.0,364219700.0,0.0,0.0,0.8,0.8,14.5455
